title,author,binding,in_stock,category,product_url,price_idr,original_price_idr,discount_percent,isbn,publisher,publication_date,pages,language,weight,review_count
PHP & MySQL: Server-Side Web Development,"Duckett, Jon",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781119149217/php-and-mysql-server-side-web-development?path=1_15,1050000.0,1050000.0,0.0,9781119149217.0,Wiley,12 April 2022,672.0,English,1.67,0
Valley of Genius: The Uncensored History of Silicon...,"Fisher, Adam",Paperback,0,Computer & IT,http://www.periplus.com/p/9781538714492/valley-of-genius-the-uncensored-history-of-silicon-valley-as-told-by-the-hackers-founders-and-freaks-who-made-it-boom?path=1_15,446000.0,446000.0,0.0,9781538714492.0,Twelve,16 August 2018,512.0,English,0.63,0
Deep Medicine: How Artificial Intelligence Can Make...,"Topol, Eric",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781541644632/deep-medicine-how-artificial-intelligence-can-make-healthcare-human-again?path=1_15,788000.0,788000.0,0.0,9781541644632.0,Basic Books,12 March 2019,400.0,English,0.61,0
Minecraft: Stories from the Overworld (Graphic Novel...,"Larson, Hope",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781506708331/minecraft-stories-from-the-overworld-graphic-novel?path=1_15,393000.0,393000.0,0.0,9781506708331.0,Dark Horse Books,15 October 2019,88.0,English,0.36,0
The Book of Why: The New Science of Cause and Effect...,"Pearl, Judea",Paperback,0,Computer & IT,http://www.periplus.com/p/9781541698963/the-book-of-why-the-new-science-of-cause-and-effect?path=1_15,455000.0,455000.0,0.0,9781541698963.0,Basic Books,25 August 2020,432.0,English,0.34,0
The World of Cyberpunk 2077,"Batylda, Marcin",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781506713588/the-world-of-cyberpunk-2077?path=1_15,827000.0,827000.0,0.0,9781506713588.0,Dark Horse Books,28 July 2020,192.0,English,1.38,0
Weaving the Web: The Original Design and Ultimate ...,"Berners-Lee, Tim",Paperback,0,Computer & IT,http://www.periplus.com/p/9780062515872/weaving-the-web-the-original-design-and-ultimate-destiny-of-the-world-wide-web?path=1_15,351000.0,351000.0,0.0,9780062515872.0,Harper Business,07 November 2000,256.0,English,0.2,0
"Cute Little Lenormand: Easy, Intuitive Fortune Telling...","Lyons, Sara M.",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781250752031/cute-little-lenormand-easy-intuitive-fortune-telling-with-a-36-card-lenormand-deck?path=1_15,455000.0,455000.0,0.0,9781250752031.0,St. Martin's Essentials,20 October 2020,208.0,English,0.45,0
Internet Revolution: A Generational Story,"Jorgensen, Marc",Paperback,0,Computer & IT,http://www.periplus.com/p/9781734054804/internet-revolution-a-generational-story?path=1_15,371000.0,371000.0,0.0,9781734054804.0,Marc Jorgensen,10 January 2020,182.0,English,0.24,0
Nine Algorithms That Changed the Future: The Ingenious...,"Maccormick, John",Paperback,0,Computer & IT,http://www.periplus.com/p/9780691209067/nine-algorithms-that-changed-the-future-the-ingenious-ideas-that-drive-today-s-computers?path=1_15,505000.0,505000.0,0.0,9780691209067.0,Princeton University Press,15 September 2020,232.0,English,0.23,0
"In the Plex: How Google Thinks, Works, and Shapes ...","Levy, Steven",Paperback,0,Computer & IT,http://www.periplus.com/p/9781416596592/in-the-plex-how-google-thinks-works-and-shapes-our-lives?path=1_15,393000.0,393000.0,0.0,9781416596592.0,Simon & Schuster,-,464.0,English,0.36,0
The Model Thinker: What You Need to Know to Make Data...,"Page, Scott E.",Paperback,0,Computer & IT,http://www.periplus.com/p/9781541675711/the-model-thinker-what-you-need-to-know-to-make-data-work-for-you?path=1_15,455000.0,455000.0,0.0,9781541675711.0,Basic Books,-,464.0,English,0.39,0
The Shallows : How the Internet Is Changing the Way...,"Carr, Nicholas",Paperback,0,Computer & IT,http://www.periplus.com/p/9781838952587/the-shallows-how-the-internet-is-changing-the-way-we-think-read-and-remember?path=1_15,341000.0,341000.0,0.0,9781838952587.0,Atlantic Books,03 September 2020,320.0,English UK / Other,0.29,0
Game Anim: Video Game Animation Explained,"Cooper, Jonathan",Paperback,0,Computer & IT,http://www.periplus.com/p/9780367707651/game-anim-video-game-animation-explained?path=1_15,1680000.0,1680000.0,0.0,9780367707651.0,CRC Press,-,350.0,English,0.75,0
Pac-Man: Birth of an Icon,"Terpstra, Arjan",Hardcover,0,Computer & IT,http://www.periplus.com/p/9781789099393/pac-man-birth-of-an-icon?path=1_15,1312000.0,1312000.0,0.0,9781789099393.0,Titan Books (UK),09 November 2021,340.0,English,2.34,0
Grace Hopper and the Invention of the Information ...,"Beyer, Kurt W.",Paperback,0,Computer & IT,http://www.periplus.com/p/9780262517263/grace-hopper-and-the-invention-of-the-information-age?path=1_15,1075000.0,1075000.0,0.0,9780262517263.0,MIT Press,17 February 2012,404.0,English,0.45,0
"Comptia A+ Certification All-In-One Exam Guide, Eleventh...",-,Hardcover,0,Computer & IT,http://www.periplus.com/p/9781264609901/comptia-a-certification-all-in-one-exam-guide-eleventh-edition-exams-220-1101-and-220-1102?path=1_15,1241000.0,1241000.0,0.0,9781264609901.0,McGraw-Hill Companies,-,1472.0,English,2.42,0
Martius. the Book of Palms. 40th Ed.,"Lack, H. Walter",Hardcover,1,Computer & IT,http://www.periplus.com/p/9783836587815/martius-the-book-of-palms-40th-ed?path=1_15,509000.0,668000.0,24.0,9783836587815.0,Taschen,-,512.0,English,1.45,0
Everything I Know About Love,"Alderton, Dolly",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241982105/everything-i-know-about-love?path=1_12,275000.0,275000.0,0.0,9780241982105.0,Penguin Books Ltd,07 February 2019,384.0,English UK / Other,0.27,0
Conversations on Love,"Lunn, Natasha",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241448748/conversations-on-love?path=1_12,275000.0,275000.0,0.0,9780241448748.0,Penguin Books Ltd,03 February 2022,320.0,English UK / Other,0.23,2
The Red Emperor: XI Jinping and His New China,"Sheridan, Michael",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781035413515/the-red-emperor-xi-jinping-and-his-new-china?path=1_12,309000.0,309000.0,0.0,9781035413515.0,Headline,-,368.0,English,0.27,0
How to Think Like an Economist: Great Economists Who...,"Mochrie, Robbie",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781399408639/how-to-think-like-an-economist-great-economists-who-shaped-the-world-and-what-they-can-teach-us?path=1_12,258000.0,258000.0,0.0,9781399408639.0,Bloomsbury Continuum,06 November 2025,288.0,English,0.2,0
Educated: A Memoir,"Westover, Tara",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780399590528/educated-a-memoir?path=1_12,268000.0,268000.0,0.0,9780399590528.0,Random House Trade,-,368.0,English,0.3,2
Ecce Homo,"Nietzsche, Friedrich",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241752227/ecce-homo?path=1_12,148000.0,148000.0,0.0,9780241752227.0,Penguin Books Ltd,17 April 2025,144.0,English UK / Other,0.09,0
It’s Okay Not to Get Along with Everyone,"Snail, Dancing",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781785128301/it-s-okay-not-to-get-along-with-everyone?path=1_12,379000.0,379000.0,0.0,9781785128301.0,Bonnier Books Ltd,06 November 2025,256.0,English UK / Other,0.58,0
I Want to Die but I Still Want to Eat Tteokbokki,"Sehee, Baek",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781526663665/i-want-to-die-but-i-still-want-to-eat-tteokbokki?path=1_12,250000.0,250000.0,0.0,9781526663665.0,Bloomsbury Publishing PLC,22 May 2025,224.0,English UK / Other,0.16,2
Nobody's Girl,"Roberts Giuffre, Virginia",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781529985245/nobody-s-girl?path=1_12,590000.0,590000.0,0.0,9781529985245.0,Transworld Publishers Ltd,21 October 2025,400.0,English UK / Other,0.64,1
Every Day I Read,"Bo-reum, Hwang",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781526692801/every-day-i-read?path=1_12,318000.0,318000.0,0.0,9781526692801.0,Bloomsbury Publishing PLC,23 October 2025,240.0,English UK / Other,0.29,0
Bat Eater,"Baker, Kylie Lee",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781399729826/bat-eater?path=1_12,315000.0,420000.0,25.0,9781399729826.0,Hodder & Stoughton,07 January 2025,0.0,English,0.37,0
What's Your Dream?,"Squibb, Simon",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781529935585/what-s-your-dream?path=1_12,420000.0,420000.0,0.0,9781529935585.0,Random House,16 January 2025,0.0,English,0.38,0
Careless People,"Wynn-Williams, Sarah",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781035065936/careless-people?path=1_12,428000.0,428000.0,0.0,9781035065936.0,Pan Macmillan,13 March 2025,400.0,English,0.49,0
"Nathaniel's Nutmeg: Or, the True and Incredible Adventures...","Milton, Giles",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781250362872/nathaniel-s-nutmeg-or-the-true-and-incredible-adventures-of-the-spice-trader-who-changed-the-course-of-history-25th-anniversary-edition?path=1_12,392000.0,392000.0,0.0,9781250362872.0,Picador USA,-,416.0,English,0.36,0
Private Equity,"Sun, Carrie",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781526634733/private-equity?path=1_12,265000.0,265000.0,0.0,9781526634733.0,Bloomsbury Publishing PLC,24 April 2025,352.0,English UK / Other,0.24,0
"Majapahit: Intrigue, Betrayal and War in Indonesia...","Van Der Linde, Herald",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310286/majapahit-intrigue-betrayal-and-war-in-indonesia-s-greatest-empire?path=1_12,285000.0,285000.0,0.0,9781915310286.0,Monsoon Books,22 August 2024,0.0,English,0.29,1
Notes on Being a Man,"Galloway, Scott",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781398554566/notes-on-being-a-man?path=1_12,223300.0,415000.0,46.0,9781398554566.0,Simon & Schuster UK,04 November 2025,0.0,English,0.34,0
Art of Florence,Uta Hasekamp,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9783741900396/art-of-florence?path=1_12,365000.0,365000.0,0.0,9783741900396.0,Koenemann,23 September 2025,480.0,English,0.5,0
Poems & Prayers: Matthew McConaughey's brand new inspirational...,"McConaughey, Matthew",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781035405541/poems-and-prayers-matthew-mcconaughey-s-brand-new-inspirational-book?path=1_12,399600.0,444000.0,10.0,9781035405541.0,Headline Publishing Group,16 September 2025,208.0,English UK / Other,0.36,0
A Tale Unasked,"Nijo, Lady",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780241562468/a-tale-unasked?path=1_12,244000.0,305000.0,20.0,9780241562468.0,Penguin Classics,02 October 2025,288.0,English,0.2,0
Taylor Swift Is Life: A Superfan's Guide to All Things...,"Perricone, Kathleen",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780760390122/taylor-swift-is-life-a-superfan-s-guide-to-all-things-we-love-about-taylor-swift?path=1_12,34300.0,335000.0,90.0,9780760390122.0,Epic Ink Books,-,160.0,English,0.41,0
The Candidate's Dilemma: Anticorruptionism and Money...,"Kramer, Elisabeth A.",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781501764059/the-candidate-s-dilemma-anticorruptionism-and-money-politics-in-indonesian-election-campaigns?path=1_12,55200.0,575000.0,90.0,9781501764059.0,Southeast Asia Program Publications,-,216.0,English,0.32,0
House of Huawei,"Dou, Eva",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780349146485/house-of-huawei?path=1_12,360000.0,360000.0,0.0,9780349146485.0,"Little, Brown",14 January 2025,0.0,English,0.58,2
"Finding Chika, mm/Intl",Mitch Albom,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780063040960/finding-chika-mm-intl?path=1_12,148000.0,148000.0,0.0,9780063040960.0,HCUS,18 August 2020,256.0,English,0.3,0
Into the Uncut Grass,"Noah, Trevor",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781399821339/into-the-uncut-grass?path=1_12,347400.0,399000.0,13.0,9781399821339.0,John Murray Press,08 October 2024,128.0,English UK / Other,0.37,0
Maybe You Should Talk to Someone,"Gottlieb, Lori",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781913348922/maybe-you-should-talk-to-someone?path=1_12,250000.0,250000.0,0.0,9781913348922.0,Scribe Publications,01 December 2022,432.0,English UK / Other,0.34,0
Spare,"Harry, Prince, Duke of Sussex",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780857504791/spare?path=1_12,88800.0,490000.0,82.0,9780857504791.0,Transworld Publishers Ltd,10 January 2023,416.0,English UK / Other,0.64,0
All the Way to the River,"Gilbert, Elizabeth",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781526654588/all-the-way-to-the-river?path=1_12,250000.0,325000.0,23.0,9781526654588.0,Bloomsbury Publishing PLC,01 October 2025,400.0,English UK / Other,0.48,0
More,"Winter, Molly Roden",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781529940343/more?path=1_12,498000.0,498000.0,0.0,9781529940343.0,Ebury Publishing,21 March 2024,304.0,English UK / Other,0.41,0
This Book Will Bury Me,"Winstead, Ashley",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781035905041/this-book-will-bury-me?path=1_12,262000.0,262000.0,0.0,9781035905041.0,Bloomsbury Publishing PLC,27 March 2025,480.0,English UK / Other,0.34,0
"Gossamer Years: Love, Passion and Marriage in Old ...",-,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9784805316863/gossamer-years-love-passion-and-marriage-in-old-japan-the-intimate-diary-of-a-female-courtier?path=1_12,125000.0,232000.0,46.0,9784805316863.0,Tuttle Publishing,-,240.0,English,0.25,0
Hope: The Autobiography,Pope Francis,Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593978771/hope-the-autobiography?path=1_12,188300.0,558000.0,66.0,9780593978771.0,Random House,-,320.0,English,0.57,0
Less,"Grant, Patrick",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780008663971/less?path=1_12,238000.0,238000.0,0.0,9780008663971.0,HarperCollins Publishers,22 May 2025,368.0,English UK / Other,0.35,0
I Want to Die but I Still Want to Eat Tteokbokki,"Sehee, Baek",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781526663658/i-want-to-die-but-i-still-want-to-eat-tteokbokki?path=1_12,221200.0,316000.0,30.0,9781526663658.0,Bloomsbury Publishing PLC,06 June 2024,224.0,English UK / Other,0.33,1
Normal Schmormal: My Occasionally Helpful Guide to...,"Blaker, Ashley",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9780008558147/normal-schmormal-my-occasionally-helpful-guide-to-parenting-kids-with-special-needs?path=1_12,59000.0,239000.0,75.0,9780008558147.0,HarperCollins,18 July 2024,384.0,English,0.27,0
The Bookshop Woman,"Hanada, Nanako",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781914240782/the-bookshop-woman?path=1_12,288000.0,288000.0,0.0,9781914240782.0,Octopus Publishing Group,05 June 2025,224.0,English UK / Other,0.16,1
HOPE,"Francis, Pope",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780241764107/hope?path=1_12,314300.0,598000.0,47.0,9780241764107.0,Penguin Books Ltd,14 January 2025,320.0,English,0.53,0
I Survived Capitalism and All I Got Was This Lousy...,"Pendleton, Madeline",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780385549783/i-survived-capitalism-and-all-i-got-was-this-lousy-t-shirt-everything-i-wish-i-never-had-to-learn-about-money?path=1_12,558000.0,558000.0,0.0,9780385549783.0,Doubleday Books,-,336.0,English,0.48,0
Joseph Conrad's Eastern Voyages: Tales of Singapore...,"Burnet, Ian",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781915310309/joseph-conrad-s-eastern-voyages-tales-of-singapore-and-an-east-borneo-river?path=1_12,298000.0,298000.0,0.0,9781915310309.0,Monsoon Books,22 August 2024,0.0,English,0.5,0
"Mind Over Miles: A Story of Endurance Running, Overcoming...",Hardest Geezer,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781529945935/mind-over-miles-a-story-of-endurance-running-overcoming-obstacles-and-finding-inner-peace?path=1_12,255000.0,255000.0,0.0,9781529945935.0,Ebury Spotlight,22 May 2025,304.0,English,0.23,0
Society of the Snow: The Definitive Account of the...,"Vierci, Pablo",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781408716397/society-of-the-snow-the-definitive-account-of-the-world-s-greatest-survival-story?path=1_12,455000.0,455000.0,0.0,9781408716397.0,Constable & Robinson,21 January 2025,384.0,English,0.32,0
Taylor Swift: Era by Era,"Sullivan, Caroline",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781789296990/taylor-swift-era-by-era?path=1_12,89000.0,349000.0,74.0,9781789296990.0,Michael O'Mara Books Ltd,06 June 2024,256.0,English UK / Other,0.36,0
Finding My Way,"Yousafzai, Malala",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781399619356/finding-my-way?path=1_12,202300.0,408000.0,50.0,9781399619356.0,Orion,21 October 2025,0.0,English,0.4,0
Character Limit,"Conger, Kate",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780593834282/character-limit?path=1_12,551000.0,551000.0,0.0,9780593834282.0,Penguin Putnam Inc,17 September 2024,0.0,English UK / Other,0.47,0
Source Code,"Gates, Bill",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780241736678/source-code?path=1_12,195300.0,562000.0,65.0,9780241736678.0,Penguin Books Ltd,04 February 2025,336.0,English UK / Other,0.57,3
Bringing Up Bébé: One American Mother Discovers ...,"Druckerman, Pamela",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780143122968/bringing-up-b-b-one-american-mother-discovers-the-wisdom-of-french-parenting?path=1_12,294000.0,393000.0,25.0,9780143122968.0,Penguin Books,30 September 2014,432.0,English,0.36,4
"The Essential...Taylor Swift: Her Complete, Beautifully...","Young, Caroline",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781917082006/the-essential-taylor-swift-her-complete-beautifully-illustrated-story?path=1_12,372000.0,372000.0,0.0,9781917082006.0,Gemini Editions,09 July 2024,176.0,English,0.57,0
The World Odyssey of a Balinese Prince,"Pucci, Idanna",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780804852593/the-world-odyssey-of-a-balinese-prince?path=1_12,331000.0,331000.0,0.0,9780804852593.0,Tuttle Publishing,03 March 2020,192.0,English,0.43,0
Welcome to Japan's Dark Side: Sensational True Crime...,"McSkyz, Bertrand Puard",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9784805319994/welcome-to-japan-s-dark-side-sensational-true-crime-cases-that-will-shock-you?path=1_12,187600.0,268000.0,30.0,9784805319994.0,Tuttle Publishing,-,224.0,English,0.32,0
Brief Answers to the Big Questions  A/UK,Stephen Hawking,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781473695993/brief-answers-to-the-big-questions-a-uk?path=1_12,310000.0,325000.0,5.0,9781473695993.0,Hodder,05 March 2020,272.0,English,0.22,2
Only God Can Judge Me: The Many Lives of Tupac Shakur...,"Pearlman, Jeff",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780063304574/only-god-can-judge-me-the-many-lives-of-tupac-shakur?path=1_12,672000.0,672000.0,0.0,9780063304574.0,Mariner Books,04 December 2025,464.0,English,0.68,0
Ecce Homo,"Nietzsche, Frederich",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781398834484/ecce-homo?path=1_12,127200.0,215000.0,41.0,9781398834484.0,Arcturus Publishing Ltd,01 July 2024,144.0,English UK / Other,0.19,0
As Equals: The Oei Women of Java,Yeap Daryl,Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9789811280238/as-equals-the-oei-women-of-java?path=1_12,498000.0,498000.0,0.0,9789811280238.0,World Scientific Publishing Company,-,260.0,English,0.35,0
"One in a Millennial: On Friendship, Feelings, Fangirls...","Kennedy, Kate",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781250285126/one-in-a-millennial-on-friendship-feelings-fangirls-and-fitting-in?path=1_12,788000.0,788000.0,0.0,9781250285126.0,St. Martin's Press,-,336.0,English,0.52,3
Spare,Prince Harry the Duke of Sussex,Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593593806/spare?path=1_12,83300.0,490000.0,83.0,9780593593806.0,Random House,-,416.0,English,0.74,2
Matriarch: Oprah's Book Club: A Memoir,"Knowles, Tina",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9780593597408/matriarch-oprah-s-book-club-a-memoir?path=1_12,99000.0,389000.0,75.0,9780593597408.0,One World,-,432.0,English,0.75,0
Life Lessons,"Blades, Jay",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781035010110/life-lessons?path=1_12,320000.0,320000.0,0.0,9781035010110.0,Pan Macmillan,28 September 2023,176.0,English UK / Other,0.24,0
You Will Never Be Me,"Sutanto, Jesse",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780008683764/you-will-never-be-me?path=1_12,262000.0,262000.0,0.0,9780008683764.0,HarperCollins Publishers,29 August 2024,320.0,English UK / Other,0.22,0
Trump: The Art of the Deal,"Trump, Donald",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781847943033/trump-the-art-of-the-deal?path=1_12,360000.0,360000.0,0.0,9781847943033.0,Cornerstone,13 August 2020,384.0,English UK / Other,0.29,0
Now That I Have Your Attention: 7 Lessons in Leading...,"Hamilton, Nicolas",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781804191736/now-that-i-have-your-attention-7-lessons-in-leading-a-life-bigger-than-they-expect?path=1_12,89000.0,335000.0,73.0,9781804191736.0,Radar,19 June 2025,288.0,English,0.2,0
The Worlds of Hayao Miyazaki: The Influences and Inspiration...,"Rapold, Nicolas",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781836004813/the-worlds-of-hayao-miyazaki-the-influences-and-inspiration-behind-the-iconic-films?path=1_12,625000.0,685000.0,9.0,9781836004813.0,Frances Lincoln,18 September 2025,224.0,English,1.14,0
Homo Criminalis,"Galeotti, Mark",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781529148237/homo-criminalis?path=1_12,318400.0,398000.0,20.0,9781529148237.0,Ebury Publishing,07 August 2025,0.0,English,0.39,0
Meditations,"Aurelius, Marcus",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780008729974/meditations?path=1_12,207000.0,207000.0,0.0,9780008729974.0,HarperCollins Publishers,21 November 2024,144.0,English,0.11,0
Standing Firm for Indonesia's Democracy,Shiraishi Takashi,Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9789811281587/standing-firm-for-indonesia-s-democracy?path=1_12,1022000.0,1022000.0,0.0,9789811281587.0,World Scientific Publishing Company,-,352.0,English,0.47,0
Amir Sjarifoeddin: Politics and Truth in Indonesia...,"Mrázek, Rudolf",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781501777462/amir-sjarifoeddin-politics-and-truth-in-indonesia-1907-1948?path=1_12,657300.0,939000.0,30.0,9781501777462.0,Southeast Asia Program Publications,-,414.0,English,0.61,0
The Poetry of Chuya Nakahara: Japan's Modernist Master...,"Nakahara, Chuya",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9784805318973/the-poetry-of-chuya-nakahara-japan-s-modernist-master-free-bilingual-audio-recordings?path=1_12,418000.0,418000.0,0.0,9784805318973.0,Tuttle Publishing,-,384.0,English,0.59,0
Learning to Think.,"King, Tracy",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9780857527431/learning-to-think?path=1_12,446000.0,446000.0,0.0,9780857527431.0,Transworld Publishers Ltd,07 March 2024,336.0,English UK / Other,0.44,0
10% Happier 10th Anniversary: How I Tamed the Voice...,"Harris, Dan",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780063356474/10-happier-10th-anniversary-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works-a-true?path=1_12,372000.0,372000.0,0.0,9780063356474.0,Dey Street Books,-,272.0,English,0.2,0
Poor Charlie's Almanack: The Essential Wit and Wisdom...,"Munger, Charles T.",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781953953230/poor-charlie-s-almanack-the-essential-wit-and-wisdom-of-charles-t-munger?path=1_12,560000.0,560000.0,0.0,9781953953230.0,Stripe Press,-,384.0,English,0.86,0
"Ceo, China: The Rise of XI Jinping","Brown, Kerry",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781350430747/ceo-china-the-rise-of-xi-jinping?path=1_12,395000.0,395000.0,0.0,9781350430747.0,Bloomsbury Academic,13 July 2023,288.0,English,0.36,0
Chop Fry Watch Learn: Fu Pei-Mei and the Making of...,"King, Michelle T.",Paperback,1,Biographies & Memoirs,http://www.periplus.com/p/9781324110484/chop-fry-watch-learn-fu-pei-mei-and-the-making-of-modern-chinese-food?path=1_12,125300.0,359000.0,65.0,9781324110484.0,W. W. Norton & Company,-,336.0,English,0.27,0
Everyone in the Group Chat Dies,"Chilton, L.M.",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9781837930319/everyone-in-the-group-chat-dies?path=1_12,262000.0,262000.0,0.0,9781837930319.0,Bloomsbury Publishing PLC,13 March 2025,368.0,English UK / Other,0.26,0
We Are Free to Change the World,"Stonebridge, Lyndsey",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781787332522/we-are-free-to-change-the-world?path=1_12,196000.0,429000.0,54.0,9781787332522.0,Vintage Publishing,25 January 2024,304.0,English UK / Other,0.51,0
"The Book of James: The Power, Politics, and Passion...","Babb, Valerie",Hardcover,0,Biographies & Memoirs,http://www.periplus.com/p/9781541702042/the-book-of-james-the-power-politics-and-passion-of-lebron?path=1_12,620000.0,620000.0,0.0,9781541702042.0,PublicAffairs,-,304.0,English,0.5,0
World Football Records 2025,"Radnedge, Keir",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781802798616/world-football-records-2025?path=1_12,334400.0,418000.0,20.0,9781802798616.0,Headline Publishing Group,31 October 2024,224.0,English UK / Other,0.98,0
Oppenheimer: The Official Screenplay,"Nolan, Christopher",Paperback,0,Biographies & Memoirs,http://www.periplus.com/p/9780571381319/oppenheimer-the-official-screenplay?path=1_12,371000.0,371000.0,0.0,9780571381319.0,Faber & Faber,-,150.0,English,0.28,5
The Illustrated Book of Japanese Haiku: A Journey ...,-,Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9784805318072/the-illustrated-book-of-japanese-haiku-a-journey-through-the-seasons-with-japan-s-best-loved-poets-free-online-audio?path=1_12,259000.0,320000.0,19.0,9784805318072.0,Tuttle Publishing,-,144.0,English,0.45,0
A Beginner's Guide to Japanese Haiku: Major Works ...,"Wilson, William Scott",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9784805316870/a-beginner-s-guide-to-japanese-haiku-major-works-by-japan-s-best-loved-poets-from-basho-and-issa-to-ryokan-and-santoka-with-works-by-six-women-poe?path=1_12,168000.0,258000.0,35.0,9784805316870.0,Tuttle Publishing,-,224.0,English,0.36,0
Autobiography of a Yogi: Timeless Wisdom Distilled...,"Yogananda, Paramahansa",Hardcover,1,Biographies & Memoirs,http://www.periplus.com/p/9781399821520/autobiography-of-a-yogi-timeless-wisdom-distilled?path=1_12,359000.0,359000.0,0.0,9781399821520.0,Jm One,-,224.0,English,0.3,0
